id,det_A,rank_F2_A,v2_detA
5426,-50176,6,10
5427,39264,5,5
5428,25280,5,6
5429,12968,5,3
5430,12704,5,5
5431,-47456,5,5
5432,-113152,4,9
5433,26064,6,4
5434,112448,5,6
5435,-27648,5,10
5436,24672,5,5
5437,14912,5,6
5438,-30384,5,4
5439,29632,5,6
5440,-84256,5,5
5441,132960,5,5
5442,24264,6,3
5443,-61360,4,4
5444,180688,5,4
5445,-38960,5,4
5446,88464,6,4
5447,-50220,6,2
5448,6772,6,2
5449,-21712,6,4
5450,-23448,6,3
5451,960,4,6
5452,-25688,6,3
5453,-87052,6,2
5454,-4080,5,4
5455,107184,6,4
5456,52928,6,6
5457,20376,6,3
5458,-27400,6,3
5459,-141280,5,5
5460,1264,6,4
5461,-736,6,5
5462,-9728,6,9
5463,-85272,5,3
5464,-2792,6,3
5465,-42480,5,4
5466,377456,6,4
5467,3512,6,3
5468,-9936,5,4
5469,-86016,5,12
5470,30568,6,3
5471,-17264,6,4
5472,41280,5,6
5473,-66036,6,2
5474,-65600,4,6
5475,-82152,6,3
5476,58476,6,2
5477,-87792,5,4
5478,7956,6,2
5479,21208,6,3
5480,-120712,5,3
5481,-134280,6,3
5482,-8484,6,2
5483,76224,5,6
5484,32928,6,5
5485,11296,5,5
5486,-45600,5,5
5487,43392,4,7
5488,8448,4,8
5489,193632,5,5
5490,-6376,5,3
5491,45312,5,8
5492,-24920,6,3
5493,-17024,4,7
5494,18016,5,5
5495,-3312,5,4
5496,210176,5,8
5497,-35776,5,6
5498,14240,5,5
5499,-18888,6,3
5500,-209856,5,6
5501,-6752,5,5
5502,0,5,inf
5503,-13768,6,3
5504,-10544,6,4
5505,-126464,4,9
5506,47044,6,2
5507,1280,5,8
5508,12288,6,12
5509,-25344,5,8
5510,72544,4,5
5511,83612,6,2
5512,163416,5,3
5513,11876,6,2
5514,-179808,6,5
5515,59456,5,6
5516,123072,5,6
5517,54176,6,5
5518,-30000,5,4
5519,-278480,6,4
5520,-4776,6,3
5521,53456,5,4
5522,54240,5,5
5523,-20144,6,4
5524,-11820,6,2
5525,-66432,6,7
5526,13456,6,4
5527,-8064,5,7
5528,-47160,5,3
5529,51520,5,6
5530,-93808,5,4
5531,-81800,6,3
5532,0,5,inf
5533,-146816,5,7
5534,4688,6,4
5535,-67664,5,4
5536,-36300,6,2
5537,-44960,5,5
5538,2704,4,4
5539,142976,6,7
5540,3688,5,3
5541,37696,6,6
5542,-11352,5,3
5543,12104,6,3
5544,95536,5,4
5545,-215220,6,2
5546,46008,6,3
5547,-47504,6,4
5548,-64384,5,7
5549,-27200,5,6
5550,-223984,5,4
5551,-7776,6,5
5552,12928,5,7
5553,157720,6,3
5554,-134128,5,4
5555,44384,5,5
5556,51692,6,2
5557,-85192,5,3
5558,48060,6,2
5559,77056,4,8
5560,-10368,6,7
5561,50256,6,4
5562,217280,6,6
5563,309920,4,5
5564,6400,4,8
5565,-50832,5,4
5566,-192,5,6
5567,-79376,5,4
5568,-27288,6,3
5569,1232,5,4
5570,12660,6,2
5571,960,5,6
5572,-151104,5,6
5573,-29808,5,4
5574,-17008,5,4
5575,-26368,3,8
5576,62080,6,7
5577,-12672,5,7
5578,46656,5,6
5579,-137584,5,4
5580,154176,5,6
5581,2668,6,2
5582,250068,6,2
5583,-34296,6,3
5584,-141824,4,9
5585,4368,5,4
5586,-28704,5,5
5587,69280,6,5
5588,-24096,5,5
5589,-91176,6,3
5590,-28160,5,9
5591,-48104,6,3
5592,43152,5,4
5593,58504,6,3
5594,0,5,inf
5595,-17568,5,5
5596,57144,6,3
5597,640,5,7
5598,9684,6,2
5599,48684,6,2
5600,-24520,6,3
5601,0,6,inf
5602,89808,6,4
5603,149076,6,2
5604,54424,5,3
5605,34608,6,4
5606,-72,6,3
5607,-31176,5,3
5608,-14136,6,3
5609,2296,5,3
5610,-395016,5,3
5611,53736,6,3
5612,9056,5,5
5613,16872,5,3
5614,28928,5,8
5615,-157440,4,8
5616,-10440,6,3
5617,11968,4,6
5618,2280,5,3
5619,-41568,4,5
5620,116484,6,2
5621,48400,5,4
5622,42320,5,4
5623,-2080,6,5
5624,224,5,5
5625,-46032,5,4
5626,16672,5,5
5627,3072,6,10
5628,-44320,5,5
5629,-89432,5,3
5630,-58464,5,5
5631,-3956,6,2
5632,-19200,4,8
5633,78328,6,3
5634,-100512,5,5
5635,-64352,5,5
5636,35456,4,7
5637,17856,3,6
5638,18720,6,5
5639,-43728,5,4
5640,2304,4,8
5641,13952,5,7
5642,7800,6,3
5643,20840,6,3
5644,-30844,6,2
5645,79600,5,4
5646,146640,6,4
5647,-11328,6,6
5648,3288,6,3
5649,-6912,4,8
5650,42768,5,4
5651,-31664,5,4
5652,-65880,5,3
5653,4576,6,5
5654,23184,5,4
5655,211824,6,4
5656,23200,5,5
5657,16860,6,2
5658,22032,4,4
5659,-17088,4,6
5660,7392,5,5
5661,45888,5,6
5662,10284,6,2
5663,105400,5,3
5664,-55824,6,4
5665,393632,5,5
5666,-131424,5,5
5667,30544,6,4
5668,-208,5,4
5669,6720,4,6
5670,-77920,6,5
5671,10772,6,2
5672,25920,5,6
5673,-6264,6,3
5674,18848,4,5
5675,-43416,5,3
5676,129688,6,3
5677,-37920,4,5
5678,69652,6,2
5679,-29784,6,3
5680,23392,5,5
5681,-5976,6,3
5682,-76528,5,4
5683,112152,6,3
5684,-24128,6,6
5685,-111008,5,5
5686,36064,5,5
5687,161696,4,5
5688,-4640,4,5
5689,61616,5,4
5690,-50320,5,4
5691,-12192,5,5
5692,31416,5,3
5693,-14176,5,5
5694,10752,4,9
5695,-19136,5,6
5696,-52064,4,5
5697,-59980,6,2
5698,-38264,5,3
5699,-14520,6,3
5700,-41500,6,2
5701,28680,6,3
5702,-32760,6,3
5703,48884,6,2
5704,-180912,5,4
5705,58320,5,4
5706,149904,5,4
5707,-30828,6,2
5708,-32040,6,3
5709,-46824,6,3
5710,46320,6,4
5711,25968,5,4
5712,-9248,5,5
5713,-25896,6,3
5714,-22488,6,3
5715,82592,5,5
5716,15716,6,2
5717,-27456,6,6
5718,3552,5,5
5719,-62136,6,3
5720,-163056,6,4
5721,19520,5,6
5722,-19216,5,4
5723,16640,5,8
5724,-160,5,5
5725,178432,5,8
5726,16504,5,3
5727,8300,6,2
5728,85584,5,4
5729,-13056,5,8
5730,364,6,2
5731,-5664,6,5
5732,-110984,5,3
5733,127712,5,5
5734,-9984,5,8
5735,-46800,5,4
5736,12404,6,2
5737,1184,4,5
5738,31440,5,4
5739,76608,5,6
5740,-90640,6,4
5741,92376,5,3
5742,-19200,4,8
5743,37396,6,2
5744,-70880,5,5
5745,5096,6,3
5746,60592,5,4
5747,-36288,6,6
5748,-7200,5,5
5749,-30504,6,3
5750,37336,6,3
5751,-41272,6,3
5752,-27072,4,6
5753,-8192,4,13
5754,-19536,6,4
5755,-15920,6,4
5756,-192,4,6
5757,-15608,6,3
5758,53984,5,5
5759,-24800,5,5
5760,2400,4,5
5761,-4200,6,3
5762,-117536,5,5
5763,-6400,4,8
5764,-68472,6,3
5765,-51540,6,2
5766,10560,5,6
5767,0,6,inf
5768,-33120,5,5
5769,72640,4,6
5770,-65664,5,7
5771,-26592,5,5
5772,33056,6,5
5773,-46992,6,4
5774,-97088,5,6
5775,78704,5,4
5776,105880,5,3
5777,8736,6,5
5778,-10192,6,4
5779,11936,4,5
5780,-71280,6,4
5781,89872,5,4
5782,71616,5,6
5783,3856,5,4
5784,-75680,4,5
5785,40064,5,7
5786,40856,5,3
5787,2528,5,5
5788,214736,5,4
5789,3312,5,4
5790,-86784,5,8
5791,-184032,5,5
5792,-63392,5,5
5793,-41856,6,7
5794,-125824,5,7
5795,2340,6,2
5796,2016,5,5
5797,-54848,5,6
5798,6440,6,3
5799,-11752,6,3
5800,-34608,5,4
5801,-42720,5,5
5802,37024,6,5
5803,-122472,5,3
5804,-17184,5,5
5805,-12608,5,6
5806,-11720,6,3
5807,9800,5,3
5808,14664,5,3
5809,18816,5,7
5810,91632,6,4
5811,34848,5,5
5812,14812,6,2
5813,-15424,6,6
5814,-124480,5,6
5815,-75360,5,5
5816,19104,4,5
5817,-38016,5,7
5818,33272,6,3
5819,35392,4,6
5820,25056,5,5
5821,-6912,5,8
5822,77072,5,4
5823,-36592,5,4
5824,27104,4,5
5825,36792,6,3
5826,-215968,5,5
5827,-105368,6,3
5828,59520,4,7
5829,185232,6,4
5830,33712,5,4
5831,-143808,5,6
5832,2224,6,4
5833,-66992,5,4
5834,-22064,6,4
5835,-84440,6,3
5836,157520,5,4
5837,-49568,5,5
5838,36540,6,2
5839,37600,6,5
5840,-78464,5,7
5841,27376,6,4
5842,-67248,5,4
5843,-114840,6,3
5844,34816,5,11
5845,-14976,5,7
5846,77120,5,6
5847,-28944,5,4
5848,78024,6,3
5849,74816,6,6
5850,144624,6,4
5851,-113952,5,5
5852,-38784,4,7
5853,86016,3,12
5854,34144,5,5
5855,34040,6,3
5856,-3960,5,3
5857,59712,5,6
5858,284416,5,8
5859,-59376,5,4
5860,-126528,5,6
5861,24068,6,2
5862,-64416,6,5
5863,-14576,5,4
5864,5544,6,3
5865,-27000,5,3
5866,31400,6,3
5867,-13824,4,9
5868,2064,6,4
5869,-3888,6,4
5870,-15680,3,6
5871,95032,5,3
5872,107440,6,4
5873,-35568,5,4
5874,6912,4,8
5875,-113160,5,3
5876,59328,5,6
5877,-38208,4,6
5878,-161408,6,7
5879,-18840,5,3
5880,113640,6,3
5881,-65352,5,3
5882,-1856,5,6
5883,-120656,5,4
5884,-35776,4,6
5885,60628,6,2
5886,-7160,6,3
5887,199880,5,3
5888,-7496,6,3
5889,-20240,5,4
5890,5216,6,5
5891,-221280,5,5
5892,-43672,6,3
5893,-33168,6,4
5894,4800,4,6
5895,5736,5,3
5896,-7192,5,3
5897,-53256,5,3
5898,-97696,5,5
5899,-99600,5,4
5900,-228576,5,5
5901,17504,6,5
5902,22080,4,6
5903,38496,4,5
5904,-1480,5,3
5905,196160,4,6
5906,-45472,5,5
5907,100320,5,5
5908,-107264,5,8
5909,5056,5,6
5910,-9776,6,4
5911,31648,5,5
5912,-110016,5,6
5913,-39712,5,5
5914,-1728,6,6
5915,137720,5,3
5916,67488,5,5
5917,-96000,5,8
5918,151456,5,5
5919,14720,5,7
5920,-86224,5,4
5921,256944,5,4
5922,107368,6,3
5923,-13248,5,6
5924,35168,5,5
5925,5124,6,2
5926,-14392,6,3
5927,131552,5,5
5928,-33456,5,4
5929,3264,4,6
5930,38824,6,3
5931,14168,6,3
5932,-7344,5,4
5933,-70200,5,3
5934,-4760,6,3
5935,-101824,5,6
5936,41264,6,4
5937,-21360,6,4
5938,-107040,5,5
5939,-24720,6,4
5940,14260,6,2
5941,-11392,6,7
5942,39472,5,4
5943,41024,6,6
5944,-55800,5,3
5945,-65920,5,7
5946,-22920,6,3
5947,-37836,6,2
5948,-97976,6,3
5949,-41824,5,5
5950,-79052,6,2
5951,48904,5,3
5952,-17024,5,7
5953,-14784,4,6
5954,7008,6,5
5955,34972,6,2
5956,46808,6,3
5957,-288,5,5
5958,13440,4,7
5959,15464,5,3
5960,235952,6,4
5961,56608,6,5
5962,-55280,5,4
5963,-134080,4,6
5964,9888,5,5
5965,25040,5,4
5966,-720,5,4
5967,34896,5,4
5968,75720,5,3
5969,-27216,5,4
5970,247728,6,4
5971,-3200,5,7
5972,-17612,6,2
5973,-23648,4,5
5974,604,6,2
5975,232240,6,4
5976,12924,6,2
5977,-24688,5,4
5978,90240,5,7
5979,25408,5,6
5980,16368,5,4
5981,7776,5,5
5982,-55728,5,4
5983,2152,6,3
5984,19104,6,5
5985,9392,5,4
5986,-326080,6,6
5987,81264,6,4
5988,-10752,4,9
5989,89728,5,7
5990,-44952,5,3
5991,-9984,6,8
5992,51248,5,4
5993,11472,4,4
5994,5856,5,5
5995,194120,6,3
5996,66152,6,3
5997,-80304,6,4
5998,11648,5,7
5999,80520,6,3
6000,7872,5,6
6001,127168,6,6
6002,18500,6,2
6003,-306880,6,6
6004,-92232,5,3
6005,-24804,6,2
6006,103776,4,5
6007,-15488,5,7
6008,-24768,5,6
6009,-21232,6,4
6010,-6720,5,6
6011,-83952,4,4
6012,66504,5,3
6013,-14336,5,11
6014,-71712,5,5
6015,42200,6,3
6016,8192,5,13
6017,104944,5,4
6018,-104044,6,2
6019,-22488,5,3
6020,103344,4,4
6021,-10848,5,5
6022,-29680,5,4
6023,29240,6,3
6024,-29936,5,4
6025,23952,6,4
6026,18316,6,2
6027,84960,5,5
6028,-252968,6,3
6029,24960,5,7
6030,37384,6,3
6031,-48380,6,2
6032,-560,6,4
6033,-11168,5,5
6034,-14400,5,6
6035,-54328,6,3
6036,-27648,4,10
6037,-180768,6,5
6038,31892,6,2
6039,81888,5,5
6040,1632,5,5
6041,-123000,5,3
6042,98184,5,3
6043,-135296,5,7
6044,119664,5,4
6045,-38664,5,3
6046,-9848,5,3
6047,74400,5,5
6048,-77496,6,3
6049,-5296,6,4
6050,-92720,5,4
6051,14232,5,3
6052,-60732,6,2
6053,-39232,5,6
6054,-65988,6,2
6055,-13400,6,3
6056,278784,5,8
6057,92208,5,4
6058,-87052,6,2
6059,-47336,6,3
6060,-79800,5,3
6061,-390528,4,7
6062,-29400,5,3
6063,-35040,5,5
6064,-51524,6,2
6065,-35360,5,5
6066,42224,6,4
6067,98608,6,4
6068,142464,4,7
6069,-108488,6,3
6070,9504,6,5
6071,-6736,6,4
6072,123648,4,8
6073,13856,5,5
6074,-32832,4,6
6075,8736,5,5
6076,-104,5,3
6077,48056,6,3
6078,-39424,6,9
6079,-23592,6,3
6080,-11472,5,4
6081,57760,5,5
6082,-55960,6,3
6083,18560,5,7
6084,144948,6,2
6085,235740,6,2
6086,-18320,6,4
6087,-38424,5,3
6088,149576,6,3
6089,8136,5,3
6090,76192,5,5
6091,55840,5,5
6092,-8576,5,7
6093,161880,6,3
6094,55944,5,3
6095,5200,5,4
6096,-138688,6,6
6097,80968,6,3
6098,-1600,5,6
6099,1296,6,4
6100,93216,5,5
6101,91936,6,5
6102,15340,6,2
6103,51852,6,2
6104,-34928,5,4
6105,151472,6,4
6106,-21656,5,3
6107,-147864,6,3
6108,80672,4,5
6109,24600,5,3
6110,-2160,5,4
6111,46936,5,3
6112,35440,6,4
6113,47860,6,2
6114,82184,6,3
6115,13680,5,4
6116,26880,3,8
6117,-8248,5,3
6118,40032,6,5
6119,182032,4,4
6120,25448,5,3
6121,37120,4,8
6122,62760,5,3
6123,34840,5,3
6124,12672,4,7
6125,-936,6,3
6126,23456,5,5
6127,-18480,5,4
6128,-72960,6,8
6129,-100656,5,4
6130,-36256,5,5
6131,33792,4,10
6132,-48168,6,3
6133,1696,5,5
6134,95580,6,2
6135,-30240,5,5
6136,9240,6,3
6137,-51040,5,5
6138,45376,5,6
6139,-133872,5,4
6140,-23904,6,5
6141,-12616,6,3
6142,-32640,5,7
6143,76080,6,4
6144,2376,5,3
6145,9120,6,5
6146,36976,6,4
6147,20848,5,4
6148,43120,6,4
6149,11376,5,4
6150,-95424,5,6
6151,928,5,5
6152,-173896,5,3
6153,48256,5,7
6154,-4928,5,6
6155,39928,6,3
6156,10992,5,4
6157,-20280,5,3
6158,2960,5,4
6159,-12120,5,3
6160,45936,6,4
6161,30888,5,3
6162,121344,5,9
6163,-14624,4,5
6164,9728,5,9
6165,-19968,3,9
6166,-56000,5,6
6167,-59072,5,6
6168,-85872,6,4
6169,-143664,6,4
6170,8128,6,6
6171,-55480,6,3
6172,-11424,6,5
6173,84608,4,7
6174,-13680,5,4
6175,86100,6,2
6176,-16256,4,7
6177,9248,5,5
6178,-30608,6,4
6179,-200736,5,5
6180,-26960,5,4
6181,2624,5,6
6182,-81792,5,7
6183,19064,5,3
6184,69488,5,4
6185,-100288,5,6
6186,67984,5,4
6187,-28784,5,4
6188,-5808,5,4
6189,-21608,5,3
6190,-11464,6,3
6191,56240,6,4
6192,239232,4,7
6193,121968,5,4
6194,79792,6,4
6195,-94176,5,5
6196,8300,6,2
6197,6848,5,6
6198,-17160,6,3
6199,14352,6,4
6200,21528,6,3
6201,5584,5,4
6202,-65292,6,2
6203,40540,6,2
6204,32816,6,4
6205,22848,4,6
6206,74176,5,6
6207,3456,4,7
6208,18180,6,2
6209,75000,6,3
6210,-102192,5,4
6211,10340,6,2
6212,197600,5,5
6213,-32592,5,4
6214,-257752,6,3
6215,-30960,6,4
6216,16240,5,4
6217,-21280,5,5
6218,57600,4,8
6219,541264,6,4
6220,-36960,6,5
6221,19368,6,3
6222,-24464,6,4
6223,-9120,6,5
6224,32304,5,4
6225,98832,5,4
6226,4000,4,5
6227,18392,6,3
6228,-22488,5,3
6229,32160,4,5
6230,-9144,5,3
6231,24256,5,6
6232,-5560,6,3
6233,54080,6,6
6234,-69448,6,3
6235,-2560,5,9
6236,-30012,6,2
6237,-15176,5,3
6238,12272,5,4
6239,-21012,6,2
6240,-69576,6,3
6241,-14156,6,2
6242,-22208,4,6
6243,12744,6,3
6244,175728,5,4
6245,-9856,4,7
6246,-32,5,5
6247,-35488,5,5
6248,-1840,6,4
6249,13776,5,4
6250,173240,6,3
6251,-40392,6,3
6252,-11448,5,3
6253,28536,5,3
6254,-61952,4,9
6255,-29960,5,3
6256,6640,5,4
6257,7272,5,3
6258,9680,5,4
6259,-18768,6,4
6260,-7296,5,7
6261,102400,6,12
6262,-46224,6,4
6263,-59616,6,5
6264,-44992,6,6
6265,-19712,4,8
6266,-4112,5,4
6267,-1688,6,3
6268,91056,5,4
6269,-7360,5,6
6270,87776,6,5
6271,0,6,inf
6272,-62008,6,3
6273,-61224,5,3
6274,49920,5,8
6275,-12192,6,5
6276,-21152,5,5
6277,-43384,6,3
6278,-21680,5,4
6279,-47520,6,5
6280,-20688,6,4
6281,-88180,6,2
6282,267632,5,4
6283,-41664,5,6
6284,181728,5,5
6285,-24668,6,2
6286,-25752,6,3
6287,-3296,5,5
6288,-52736,5,9
6289,-24368,5,4
6290,-49124,6,2
6291,38848,5,6
6292,18928,5,4
6293,63792,6,4
6294,-64960,5,6
6295,-15840,4,5
6296,-14224,5,4
6297,10132,6,2
6298,-111424,5,6
6299,5112,6,3
6300,-78176,4,5
6301,17204,6,2
6302,48024,5,3
6303,-38880,5,5
6304,-63280,6,4
6305,-98720,6,5
6306,74112,4,7
6307,44256,6,5
6308,-46496,5,5
6309,3648,5,6
6310,-49260,6,2
6311,4416,4,6
6312,35516,6,2
6313,-31984,5,4
6314,31744,5,10
6315,-28192,5,5
6316,-34032,6,4
6317,-109408,5,5
6318,-5944,6,3
6319,11424,5,5
6320,14272,5,6
6321,-3424,5,5
6322,99648,5,6
6323,-6364,6,2
6324,-84936,6,3
6325,-88208,6,4
6326,-17820,6,2
6327,98704,5,4
6328,-71856,6,4
6329,3360,6,5
6330,54620,6,2
6331,-36192,5,5
6332,-81680,5,4
6333,-54000,5,4
6334,-10040,6,3
6335,656,5,4
6336,-17504,5,5
6337,-33088,5,6
6338,-10724,6,2
6339,7456,5,5
6340,-113120,5,5
6341,-11280,5,4
6342,-155360,5,5
6343,54992,5,4
6344,-2444,6,2
6345,-117040,5,4
6346,-4248,6,3
6347,-9032,6,3
6348,-10928,6,4
6349,3264,5,6
6350,7896,6,3
6351,-18160,6,4
6352,23632,6,4
6353,90856,6,3
6354,85280,5,5
6355,-4888,6,3
6356,-91456,6,6
6357,-37576,6,3
6358,-98560,6,8
6359,-1224,6,3
6360,113208,6,3
6361,8368,5,4
6362,-129664,4,7
6363,50976,5,5
6364,123680,4,5
6365,-64224,6,5
6366,-178288,6,4
6367,6576,5,4
6368,16784,5,4
6369,59904,5,9
6370,67248,6,4
6371,5760,5,7
6372,15120,5,4
6373,105504,5,5
6374,75120,5,4
6375,-76452,6,2
6376,-101920,5,5
6377,65280,5,8
6378,60928,5,9
6379,-35952,5,4
6380,92480,4,6
6381,-20336,5,4
6382,-25772,6,2
6383,103968,5,5
6384,33960,5,3
6385,-5888,5,8
6386,139104,4,5
6387,-8880,6,4
6388,504,5,3
6389,205376,4,6
6390,-36960,5,5
6391,-6336,5,6
6392,-91920,5,4
6393,95936,6,6
6394,-32352,5,5
6395,-300,6,2
6396,17120,5,5
6397,-24960,5,7
6398,54336,5,6
6399,6816,6,5
6400,-12592,5,4
6401,-7064,6,3
6402,26784,5,5
6403,-5096,6,3
6404,44736,6,6
6405,18000,5,4
6406,4736,5,7
6407,17248,5,5
6408,52720,5,4
6409,65600,5,6
6410,-67968,5,7
6411,-1280,5,8
6412,-174696,6,3
6413,9328,6,4
6414,-25872,5,4
6415,-99728,5,4
6416,50528,6,5
6417,18280,6,3
6418,-25880,6,3
6419,-113800,5,3
6420,33184,4,5
6421,-141440,5,7
6422,29812,6,2
6423,24852,6,2
6424,7296,5,7
6425,-73404,6,2
6426,89556,6,2
6427,104040,5,3
6428,-7760,5,4
6429,-2816,4,8
6430,-26200,5,3
6431,4524,6,2
6432,61184,5,8
6433,-78848,5,10
6434,-89768,5,3
6435,7328,5,5
6436,1176,5,3
6437,-30024,6,3
6438,-223936,5,6
6439,1696,5,5
6440,-32256,5,9
6441,22688,5,5
6442,128256,5,8
6443,-7884,6,2
6444,-124040,6,3
6445,39360,5,6
6446,21664,5,5
6447,13824,5,9
6448,-23436,6,2
6449,46080,4,10
6450,410232,5,3
6451,103168,5,8
6452,-22160,5,4
6453,-21536,4,5
6454,20000,5,5
6455,18672,6,4
6456,29504,4,6
6457,-1848,6,3
6458,-5648,5,4
6459,60976,5,4
6460,39312,4,4
6461,31424,5,6
6462,-127460,6,2
6463,-105088,6,7
6464,-44900,6,2
6465,47744,5,7
6466,-5560,6,3
6467,-4920,6,3
6468,30800,5,4
6469,7200,6,5
6470,-63816,6,3
6471,57216,5,7
6472,26064,5,4
6473,139664,6,4
6474,-28432,4,4
6475,-174432,5,5
6476,-15744,3,7
6477,-4144,5,4
6478,119760,5,4
6479,-2280,6,3
6480,47808,5,6
6481,12916,6,2
6482,40392,5,3
6483,2560,4,9
6484,-56860,6,2
6485,68856,6,3
6486,-172864,6,6
6487,16056,5,3
6488,-98696,6,3
6489,17696,5,5
6490,-68096,5,9
6491,-57856,5,9
6492,-4608,5,9
6493,-14000,5,4
6494,-140888,5,3
6495,113552,6,4
6496,-656,6,4
6497,-94560,5,5
6498,41760,5,5
6499,23120,6,4
6500,-115408,5,4
6501,132912,5,4
6502,-7904,5,5
6503,0,6,inf
6504,-157192,6,3
6505,-1536,4,9
6506,-163312,5,4
6507,67792,5,4
6508,35496,6,3
6509,-19744,5,5
6510,20544,4,6
6511,20752,5,4
6512,-8088,6,3
6513,114736,5,4
6514,-28680,6,3
6515,236000,6,5
6516,4576,6,5
6517,-29376,5,6
6518,-32208,6,4
6519,66840,6,3
6520,-28288,5,7
6521,-31192,6,3
6522,-34080,5,5
6523,91008,6,7
6524,-2704,6,4
6525,-91264,4,7
6526,6144,6,11
6527,-149088,5,5
6528,23424,4,7
6529,196224,4,7
6530,13920,5,5
6531,-66528,5,5
6532,21264,5,4
6533,8024,5,3
6534,1048,6,3
6535,-28464,4,4
6536,57272,5,3
6537,22800,5,4
6538,12256,5,5
6539,140744,5,3
6540,29448,5,3
6541,49984,5,6
6542,118064,5,4
6543,-192576,6,6
6544,46272,6,6
6545,29256,6,3
6546,46336,4,8
6547,13664,5,5
6548,201440,5,5
6549,29008,6,4
6550,-35840,4,10
6551,16896,5,9
6552,3728,5,4
6553,37792,5,5
6554,-25464,6,3
6555,14416,6,4
6556,113664,4,10
6557,27760,5,4
6558,-5232,5,4
6559,-4544,5,6
6560,47820,6,2
6561,16608,5,5
6562,-33728,5,6
6563,7792,4,4
6564,-62088,6,3
6565,-5480,5,3
6566,-62976,3,9
6567,23704,6,3
6568,-87296,5,8
6569,61344,6,5
6570,0,5,inf
6571,33536,5,8
6572,12416,5,7
6573,41408,5,6
6574,31104,5,7
6575,26160,5,4
6576,-146548,6,2
6577,-3100,6,2
6578,-17064,6,3
6579,2752,6,6
6580,14560,5,5
6581,-3632,6,4
6582,-320,6,6
6583,32256,4,9
6584,-61568,4,7
6585,-27472,5,4
6586,-21912,6,3
6587,87984,5,4
6588,38896,5,4
6589,57760,6,5
6590,22200,5,3
6591,-100976,6,4
6592,96552,6,3
6593,84672,5,6
6594,155992,6,3
6595,2304,4,8
6596,9792,5,6
6597,-56684,6,2
6598,91544,6,3
6599,23936,5,7
6600,184208,5,4
6601,93644,6,2
6602,-35056,6,4
6603,-288576,6,6
6604,36744,6,3
6605,17072,5,4
6606,-56640,5,6
6607,-91904,6,8
6608,41036,6,2
6609,41712,6,4
6610,-108928,5,7
6611,-64928,5,5
6612,-8792,5,3
6613,30688,5,5
6614,2908,6,2
6615,-15536,5,4
6616,-68088,6,3
6617,-4928,5,6
6618,11496,5,3
6619,67364,6,2
6620,-279768,6,3
6621,22208,6,6
6622,15288,6,3
6623,121200,6,4
6624,-51216,5,4
6625,8416,5,5
6626,-62944,5,5
6627,-16032,5,5
6628,-110656,6,6
6629,-99688,6,3
6630,98856,5,3
6631,45888,4,6
6632,39160,5,3
6633,54516,6,2
6634,3336,6,3
6635,191388,6,2
6636,-60960,5,5
6637,-279120,6,4
6638,-71996,6,2
6639,-24072,6,3
6640,65480,6,3
6641,-15392,5,5
6642,-125600,6,5
6643,-1172,6,2
6644,2440,5,3
6645,-152896,5,6
6646,-83520,5,6
6647,94976,4,8
6648,84312,6,3
6649,54444,6,2
6650,11136,4,7
6651,-30368,5,5
6652,-55784,6,3
6653,-26856,5,3
6654,-124312,6,3
6655,-208480,4,5
6656,210336,5,5
6657,-57600,5,8
6658,-23016,5,3
6659,-48312,6,3
6660,-13120,6,6
6661,-274656,4,5
6662,43872,4,5
6663,-2104,5,3
6664,4304,5,4
6665,80408,6,3
6666,104528,5,4
6667,-30832,5,4
6668,11136,6,7
6669,119520,6,5
6670,-3744,6,5
6671,-14144,5,6
6672,108104,6,3
6673,55096,6,3
6674,-114016,6,5
6675,16024,6,3
6676,-22848,5,6
6677,-15332,6,2
6678,-43776,6,8
6679,24480,5,5
6680,-47376,6,4
6681,-320,5,6
6682,13652,6,2
6683,-29048,5,3
6684,-86132,6,2
6685,-3712,3,7
6686,-16776,5,3
6687,34736,5,4
6688,-119616,5,6
6689,-23872,4,6
6690,5760,5,7
6691,11200,6,6
6692,50984,6,3
6693,61888,5,6
6694,17264,5,4
6695,36640,5,5
6696,87192,6,3
6697,11368,5,3
6698,31392,5,5
6699,-39616,5,6
6700,-86920,6,3
6701,10656,6,5
6702,-5392,5,4
6703,-121536,5,6
6704,-55808,5,9
6705,-4312,5,3
6706,17248,4,5
6707,23488,4,6
6708,11136,5,7
6709,41432,6,3
6710,9688,6,3
6711,-86752,5,5
6712,1888,6,5
6713,-61264,4,4
6714,-4144,6,4
6715,-99520,6,6
6716,14752,6,5
6717,53140,6,2
6718,9456,5,4
6719,29560,5,3
6720,53088,5,5
6721,20464,6,4
6722,-45448,6,3
6723,29236,6,2
6724,-13408,5,5
6725,-37284,6,2
6726,9876,6,2
6727,-65468,6,2
6728,-69648,6,4
6729,-219696,6,4
6730,214528,5,9
6731,-165376,4,9
6732,-34360,5,3
6733,-884,6,2
6734,6720,6,6
6735,-67968,5,7
6736,108360,6,3
6737,-41776,6,4
6738,-720,5,4
6739,35296,5,5
6740,111348,6,2
6741,-2784,5,5
6742,-42280,6,3
6743,-69776,5,4
6744,-427704,6,3
6745,74008,6,3
6746,-79300,6,2
6747,44576,4,5
6748,3136,5,6
6749,-48760,6,3
6750,8160,5,5
6751,-2772,6,2
6752,-40704,6,8
6753,36704,6,5
6754,113504,4,5
6755,168696,6,3
6756,-18648,6,3
6757,-33740,6,2
6758,8912,6,4
6759,94344,5,3
