id,det_A,rank_F2_A,v2_detA
2757,-53248,6,12
2758,9264,5,4
2759,-149368,6,3
2760,61776,4,4
2761,-11712,4,6
2762,-129024,4,11
2763,34440,5,3
2764,54096,6,4
2765,-364100,6,2
2766,-3000,6,3
2767,-101184,5,6
2768,-36960,5,5
2769,-225920,4,7
2770,-35616,4,5
2771,22848,5,6
2772,-139536,5,4
2773,-33112,5,3
2774,-407280,6,4
2775,-23904,4,5
2776,-7360,5,6
2777,1440,5,5
2778,49388,6,2
2779,-103904,6,5
2780,-26376,6,3
2781,-41860,6,2
2782,11736,5,3
2783,28592,5,4
2784,39096,6,3
2785,-2296,5,3
2786,-8240,5,4
2787,26688,5,6
2788,63720,6,3
2789,11432,5,3
2790,-52136,6,3
2791,-9920,4,6
2792,-1872,6,4
2793,-26400,5,5
2794,-131136,5,6
2795,19908,6,2
2796,7648,4,5
2797,149808,4,4
2798,27032,6,3
2799,-124992,4,6
2800,30456,5,3
2801,30840,6,3
2802,1456,5,4
2803,-122752,5,7
2804,12200,5,3
2805,-132928,6,6
2806,-21888,6,7
2807,-32152,6,3
2808,-10336,5,5
2809,-90112,5,13
2810,1960,6,3
2811,-59016,6,3
2812,15792,6,4
2813,293968,5,4
2814,-12384,4,5
2815,19440,5,4
2816,-103648,5,5
2817,59136,5,8
2818,-25728,5,7
2819,-48448,6,6
2820,6528,4,7
2821,-220944,5,4
2822,55288,6,3
2823,-166976,5,6
2824,7008,5,5
2825,56160,4,5
2826,50240,5,6
2827,-108000,5,5
2828,10620,6,2
2829,-46368,4,5
2830,-37236,6,2
2831,92336,5,4
2832,688,5,4
2833,120512,5,6
2834,88848,5,4
2835,544,4,5
2836,-40128,5,6
2837,-57536,5,6
2838,12928,4,7
2839,7776,5,5
2840,174188,6,2
2841,57600,4,8
2842,66960,5,4
2843,23940,6,2
2844,-107536,6,4
2845,59436,6,2
2846,28080,6,4
2847,26264,6,3
2848,-41196,6,2
2849,-70336,5,6
2850,10368,4,7
2851,42960,5,4
2852,-12064,4,5
2853,32912,5,4
2854,-10268,6,2
2855,-22192,5,4
2856,12168,5,3
2857,91264,5,7
2858,103008,5,5
2859,-23616,5,6
2860,-18048,5,7
2861,-10276,6,2
2862,33312,6,5
2863,-29092,6,2
2864,-257472,6,6
2865,-9488,5,4
2866,34272,6,5
2867,-9756,6,2
2868,-18744,6,3
2869,-166320,5,4
2870,-10192,5,4
2871,45160,6,3
2872,-7168,6,10
2873,-5744,6,4
2874,153792,5,6
2875,16704,6,6
2876,37248,4,7
2877,14900,6,2
2878,-2528,5,5
2879,-58072,5,3
2880,-17720,5,3
2881,-2380,6,2
2882,-14080,5,8
2883,111552,5,6
2884,12240,5,4
2885,-17944,6,3
2886,262548,6,2
2887,-3744,4,5
2888,-206076,6,2
2889,-24872,6,3
2890,-16064,5,6
2891,-40368,5,4
2892,-11752,6,3
2893,-32512,5,8
2894,-77648,5,4
2895,-111376,5,4
2896,-15352,6,3
2897,-12904,5,3
2898,416,5,5
2899,3320,5,3
2900,-2144,4,5
2901,10560,5,6
2902,-38388,6,2
2903,31104,5,7
2904,47808,5,6
2905,125400,5,3
2906,-5272,6,3
2907,-28336,6,4
2908,-7092,6,2
2909,-3408,5,4
2910,33808,6,4
2911,552,6,3
2912,-31492,6,2
2913,45408,5,5
2914,69408,5,5
2915,-68416,5,6
2916,18944,4,9
2917,6912,4,8
2918,-21656,5,3
2919,-8880,5,4
2920,53760,6,9
2921,-75360,5,5
2922,-33048,6,3
2923,-80624,5,4
2924,382240,5,5
2925,-48896,5,8
2926,29664,5,5
2927,-131816,5,3
2928,-11600,6,4
2929,-84480,6,9
2930,-3232,5,5
2931,36908,6,2
2932,-13220,6,2
2933,852,6,2
2934,12640,5,5
2935,217728,4,7
2936,141432,6,3
2937,-101468,6,2
2938,-76416,5,7
2939,16856,6,3
2940,66624,5,6
2941,-50688,5,9
2942,26064,6,4
2943,-60120,6,3
2944,116,6,2
2945,0,6,inf
2946,116680,5,3
2947,-159384,5,3
2948,-242600,5,3
2949,30608,5,4
2950,-163888,4,4
2951,-142780,6,2
2952,-88704,5,7
2953,125136,5,4
2954,-22016,5,9
2955,-127920,5,4
2956,-33520,4,4
2957,8976,6,4
2958,-66096,5,4
2959,-58152,6,3
2960,21168,5,4
2961,-26752,6,7
2962,-2520,5,3
2963,-30624,4,5
2964,4608,4,9
2965,7744,4,6
2966,16000,5,7
2967,-11904,5,7
2968,139968,5,6
2969,54784,6,9
2970,25680,6,4
2971,62560,5,5
2972,161344,5,6
2973,-40836,6,2
2974,-31296,6,6
2975,-121980,6,2
2976,109864,6,3
2977,-1688,5,3
2978,104,5,3
2979,-3840,5,8
2980,18848,5,5
2981,28480,5,6
2982,51360,5,5
2983,16784,5,4
2984,-47104,4,11
2985,-14960,6,4
2986,-26976,6,5
2987,-71472,5,4
2988,104424,6,3
2989,-17536,5,7
2990,50536,5,3
2991,-32320,5,6
2992,-11512,6,3
2993,10248,5,3
2994,-189824,5,7
2995,-63664,5,4
2996,208520,5,3
2997,-11776,4,9
2998,-29440,5,8
2999,-109176,6,3
3000,-16608,4,5
3001,19840,4,7
3002,352,5,5
3003,141312,5,11
3004,-48844,6,2
3005,232236,6,2
3006,-73896,6,3
3007,18544,5,4
3008,109152,4,5
3009,37376,4,9
3010,6696,6,3
3011,24360,5,3
3012,-214320,5,4
3013,-237664,5,5
3014,97856,5,6
3015,97920,5,7
3016,140760,6,3
3017,-18336,5,5
3018,2532,6,2
3019,117088,6,5
3020,-113376,5,5
3021,9640,6,3
3022,-7680,5,9
3023,2848,5,5
3024,-241164,6,2
3025,13720,6,3
3026,-7336,6,3
3027,-4288,4,6
3028,4320,6,5
3029,-18088,5,3
3030,-24672,5,5
3031,-43696,6,4
3032,23280,6,4
3033,-18900,6,2
3034,-20800,4,6
3035,-56268,6,2
3036,-9432,6,3
3037,-157356,6,2
3038,264,6,3
3039,-28192,6,5
3040,161088,5,6
3041,31808,5,6
3042,-40064,4,7
3043,48488,6,3
3044,37960,5,3
3045,40648,6,3
3046,72624,5,4
3047,-54672,5,4
3048,-179840,4,7
3049,22232,5,3
3050,-88344,5,3
3051,-31512,6,3
3052,-21648,5,4
3053,-21856,5,5
3054,32832,5,6
3055,25872,5,4
3056,-137368,6,3
3057,-64416,5,5
3058,20352,4,7
3059,173328,6,4
3060,-27552,5,5
3061,-115064,6,3
3062,25732,6,2
3063,54196,6,2
3064,8300,6,2
3065,6792,6,3
3066,16156,6,2
3067,-50688,6,9
3068,-12248,5,3
3069,-38528,5,7
3070,7320,5,3
3071,21768,6,3
3072,-206928,5,4
3073,-22192,5,4
3074,-53664,5,5
3075,83200,3,8
3076,-17760,5,5
3077,36936,6,3
3078,-9936,6,4
3079,-14640,5,4
3080,-6944,5,5
3081,55488,5,6
3082,386400,4,5
3083,78656,6,6
3084,-54912,4,7
3085,-67680,5,5
3086,-20436,6,2
3087,-56160,5,5
3088,-27336,5,3
3089,-68368,6,4
3090,34576,6,4
3091,-20864,5,7
3092,-26892,6,2
3093,17640,5,3
3094,-32360,5,3
3095,-13440,5,7
3096,198848,5,6
3097,-16560,5,4
3098,-18112,5,6
3099,-36800,6,6
3100,13968,4,4
3101,-16352,5,5
3102,-68384,4,5
3103,51992,5,3
3104,156348,6,2
3105,-324752,5,4
3106,-12288,5,12
3107,53600,4,5
3108,31560,6,3
3109,-142240,5,5
3110,26976,6,5
3111,-23536,6,4
3112,-52944,6,4
3113,0,5,inf
3114,-9520,6,4
3115,34688,6,7
3116,-91104,5,5
3117,28380,6,2
3118,30240,5,5
3119,35448,5,3
3120,-32136,6,3
3121,-26344,6,3
3122,134280,6,3
3123,-18096,6,4
3124,-157120,4,6
3125,-6040,6,3
3126,-17408,4,10
3127,17536,5,7
3128,39376,5,4
3129,0,5,inf
3130,17936,6,4
3131,19736,6,3
3132,-51236,6,2
3133,27408,6,4
3134,22128,5,4
3135,2896,5,4
3136,-1408,5,7
3137,51808,6,5
3138,85376,5,7
3139,-76240,6,4
3140,-64352,5,5
3141,3456,5,7
3142,-81360,6,4
3143,-528,6,4
3144,-54764,6,2
3145,91960,6,3
3146,912,5,4
3147,-15712,5,5
3148,17312,5,5
3149,-15168,5,6
3150,5488,6,4
3151,-20128,5,5
3152,-12076,6,2
3153,52128,6,5
3154,-107808,5,5
3155,146760,6,3
3156,-6784,5,7
3157,214632,6,3
3158,9336,5,3
3159,-113008,5,4
3160,-6216,5,3
3161,20412,6,2
3162,-214848,4,6
3163,-128256,6,8
3164,-31824,6,4
3165,54864,5,4
3166,-80088,5,3
3167,22008,5,3
3168,7128,6,3
3169,-200448,4,8
3170,-5956,6,2
3171,59760,6,4
3172,136312,6,3
3173,66976,5,5
3174,-88816,5,4
3175,100224,5,7
3176,8320,5,7
3177,-35104,5,5
3178,-43896,6,3
3179,-32880,5,4
3180,81600,4,6
3181,16912,6,4
3182,528,5,4
3183,-40768,4,6
3184,-69376,6,8
3185,95028,6,2
3186,19056,4,4
3187,-60000,5,5
3188,-71816,6,3
3189,24960,5,7
3190,23616,5,6
3191,7928,6,3
3192,-77584,6,4
3193,-56320,5,10
3194,37504,5,7
3195,136352,5,5
3196,8152,6,3
3197,-9232,4,4
3198,-30720,4,11
3199,2208,5,5
3200,4428,6,2
3201,-91348,6,2
3202,-13088,5,5
3203,-31976,5,3
3204,6144,5,11
3205,-10128,5,4
3206,-33864,6,3
3207,-163728,6,4
3208,-151032,6,3
3209,-91384,6,3
3210,-83088,5,4
3211,-154296,6,3
3212,26784,5,5
3213,14896,6,4
3214,-29392,6,4
3215,-6456,6,3
3216,42768,5,4
3217,-50748,6,2
3218,-10620,6,2
3219,25224,6,3
3220,58864,5,4
3221,4576,5,5
3222,-27528,6,3
3223,98856,6,3
3224,-141192,6,3
3225,231392,6,5
3226,9456,5,4
3227,24516,6,2
3228,-23976,5,3
3229,-88416,6,5
3230,-99440,5,4
3231,-29040,6,4
3232,23840,5,5
3233,-8352,5,5
3234,-11468,6,2
3235,-36136,6,3
3236,198320,6,4
3237,-12480,5,6
3238,78384,5,4
3239,-62144,5,6
3240,10032,6,4
3241,4272,5,4
3242,27580,6,2
3243,-12720,5,4
3244,-2168,6,3
3245,11376,6,4
3246,40728,6,3
3247,-19200,5,8
3248,-1728,5,6
3249,-1288,6,3
3250,-32112,5,4
3251,-3696,6,4
3252,38752,4,5
3253,79888,5,4
3254,-37504,4,7
3255,24480,6,5
3256,-2032,5,4
3257,153972,6,2
3258,-14944,6,5
3259,33888,6,5
3260,-63456,5,5
3261,56512,5,6
3262,-30888,5,3
3263,73440,5,5
3264,1976,5,3
3265,-284,6,2
3266,-13168,5,4
3267,20112,5,4
3268,-78680,5,3
3269,-2864,5,4
3270,-53520,5,4
3271,3072,4,10
3272,-72840,6,3
3273,-1104,5,4
3274,98464,5,5
3275,53848,6,3
3276,-18016,6,5
3277,-29752,5,3
3278,6496,5,5
3279,33264,5,4
3280,-7200,5,5
3281,46680,6,3
3282,-82832,5,4
3283,-23968,5,5
3284,74688,5,6
3285,-49792,4,7
3286,78336,5,9
3287,170812,6,2
3288,-78480,5,4
3289,-17600,6,6
3290,14848,6,9
3291,-21216,5,5
3292,-140400,6,4
3293,-17852,6,2
3294,4280,5,3
3295,-74644,6,2
3296,-10464,5,5
3297,72456,6,3
3298,39384,6,3
3299,-6112,4,5
3300,-45428,6,2
3301,-56960,6,7
3302,7800,6,3
3303,20720,6,4
3304,22908,6,2
3305,46636,6,2
3306,62348,6,2
3307,0,6,inf
3308,-3528,5,3
3309,-136104,6,3
3310,-3992,6,3
3311,-31360,4,7
3312,8448,6,8
3313,69504,5,7
3314,-41424,5,4
3315,-14464,5,7
3316,19024,5,4
3317,57344,3,13
3318,64168,6,3
3319,11936,5,5
3320,-30224,5,4
3321,34408,6,3
3322,114816,5,7
3323,16144,5,4
3324,78720,5,7
3325,-16704,4,6
3326,109872,6,4
3327,93840,4,4
3328,2768,5,4
3329,6560,4,5
3330,-247280,4,4
3331,-13360,4,4
3332,-96160,6,5
3333,-708,6,2
3334,-218156,6,2
3335,-14028,6,2
3336,10824,6,3
3337,-11484,6,2
3338,-66592,6,5
3339,37200,5,4
3340,1308,6,2
3341,-10560,5,6
3342,-24180,6,2
3343,193856,4,6
3344,-14160,4,4
3345,-71664,5,4
3346,11632,5,4
3347,-183180,6,2
3348,5504,5,7
3349,24288,5,5
3350,9152,5,6
3351,-67792,5,4
3352,175040,4,6
3353,-38336,5,6
3354,48240,5,4
3355,640,5,7
3356,14824,5,3
3357,1624,6,3
3358,273168,5,4
3359,-83348,6,2
3360,-4872,6,3
3361,15992,6,3
3362,-187668,6,2
3363,-204736,5,6
3364,36880,6,4
3365,14752,5,5
3366,14720,5,7
3367,11904,4,7
3368,-106240,5,8
3369,52680,5,3
3370,-42060,6,2
3371,-8832,4,7
3372,-19880,6,3
3373,-46872,6,3
3374,38496,4,5
3375,14520,6,3
3376,-13648,5,4
3377,-48088,5,3
3378,53024,5,5
3379,5656,6,3
3380,57536,5,6
3381,-18624,4,6
3382,236880,5,4
3383,-141360,5,4
3384,10816,5,6
3385,-93264,5,4
3386,-26784,5,5
3387,28224,5,6
3388,-66000,5,4
3389,134312,6,3
3390,6320,6,4
3391,6448,5,4
3392,-85548,6,2
3393,-247104,5,6
3394,-12912,5,4
3395,-33568,5,5
3396,-18456,6,3
3397,-49992,5,3
3398,1608,6,3
3399,19968,5,9
3400,50928,5,4
3401,82944,5,10
3402,89896,6,3
3403,5184,4,6
3404,23184,5,4
3405,-41520,5,4
3406,13400,5,3
3407,-23424,5,7
3408,28056,5,3
3409,34896,4,4
3410,-14688,4,5
3411,60580,6,2
3412,-1024,6,10
3413,-121600,4,8
3414,-84440,5,3
3415,128976,5,4
3416,123120,5,4
3417,-155424,5,5
3418,-32456,6,3
3419,-97920,6,7
3420,-51840,5,7
3421,-13824,4,9
3422,-51200,5,11
3423,-169996,6,2
3424,-2060,6,2
3425,55904,5,5
3426,-161184,5,5
3427,37136,5,4
3428,-14976,5,7
3429,7848,5,3
3430,109472,5,5
3431,-24928,6,5
3432,22816,5,5
3433,-143012,6,2
3434,-7680,5,9
3435,11024,6,4
3436,16368,5,4
3437,-4736,5,7
3438,91880,5,3
3439,39628,6,2
3440,16272,5,4
3441,-5628,6,2
3442,-88968,5,3
3443,-112272,5,4
3444,17084,6,2
3445,24080,6,4
3446,2944,5,7
3447,43072,6,6
3448,-11640,5,3
3449,-54708,6,2
3450,-98208,6,5
3451,-66144,6,5
3452,-96256,4,11
3453,-207544,5,3
3454,-1344,5,6
3455,-51920,5,4
3456,-114432,5,8
3457,57440,5,5
3458,-68096,4,9
3459,1256,6,3
3460,-105312,5,5
3461,87824,5,4
3462,5016,5,3
3463,16032,6,5
3464,49632,6,5
3465,86016,5,12
3466,78672,5,4
3467,30400,5,6
3468,-7296,6,7
3469,16704,5,6
3470,-100768,5,5
3471,18544,6,4
3472,-56652,6,2
3473,58160,5,4
3474,28816,6,4
3475,-3000,6,3
3476,7488,5,6
3477,10752,4,9
3478,-6400,3,8
3479,-22672,5,4
3480,37136,5,4
3481,-47344,5,4
3482,7992,5,3
3483,-12060,6,2
3484,-43276,6,2
3485,24288,6,5
3486,480,5,5
3487,69224,6,3
3488,1496,5,3
3489,-38088,6,3
3490,-38404,6,2
3491,23760,5,4
3492,6528,6,7
3493,31468,6,2
3494,198680,6,3
3495,28576,5,5
3496,68712,5,3
3497,3592,5,3
3498,-73824,6,5
3499,3172,6,2
3500,-16544,5,5
3501,-27616,4,5
3502,48952,5,3
3503,27616,5,5
3504,-103616,5,6
3505,-1568,5,5
3506,-8600,6,3
3507,154000,6,4
3508,-3840,4,8
3509,-82616,6,3
3510,36480,5,7
3511,38528,5,7
3512,177920,4,8
3513,-20232,6,3
3514,-31248,5,4
3515,-84880,6,4
3516,480,6,5
3517,12960,5,5
3518,12132,6,2
3519,-5024,5,5
3520,94216,6,3
3521,4680,6,3
3522,39428,6,2
3523,34304,5,9
3524,-3792,6,4
3525,-14648,6,3
3526,51184,6,4
3527,19552,5,5
3528,7296,4,7
3529,-57872,5,4
3530,-55984,5,4
3531,12936,6,3
3532,8064,5,7
3533,10676,6,2
3534,-42560,5,6
3535,-6528,5,7
3536,-7836,6,2
3537,-37720,6,3
3538,-24640,4,6
3539,158888,6,3
3540,1016,6,3
3541,-63072,5,5
3542,70848,5,6
3543,-14176,6,5
3544,-213648,5,4
3545,-18896,6,4
3546,-17424,5,4
3547,115984,6,4
3548,-105192,6,3
3549,-4536,5,3
3550,10144,5,5
3551,-45704,6,3
3552,46188,6,2
3553,24856,6,3
3554,84224,4,8
3555,-314112,5,8
3556,-53072,5,4
3557,-82536,5,3
3558,97216,4,6
3559,24624,5,4
3560,-137816,6,3
3561,24600,6,3
3562,13804,6,2
3563,-129968,5,4
3564,-58840,5,3
3565,-80520,6,3
3566,-5888,5,8
3567,-38304,6,5
3568,-379328,6,6
3569,-56744,6,3
3570,2200,6,3
3571,219936,4,5
3572,39936,5,10
3573,29776,6,4
3574,-21888,5,7
3575,146872,6,3
3576,53280,5,5
3577,9744,5,4
3578,-27968,5,6
3579,-72588,6,2
3580,31560,6,3
3581,-624,6,4
3582,16240,6,4
3583,-43136,5,7
3584,-18848,5,5
3585,-147840,5,7
3586,25088,5,9
3587,-12736,5,6
3588,43776,5,8
3589,10848,6,5
3590,57024,5,6
3591,-1136,5,4
3592,30592,5,7
3593,-58240,4,7
3594,-4304,6,4
3595,45664,4,5
3596,85216,5,5
3597,3692,6,2
3598,10752,4,9
3599,-154544,5,4
3600,36024,6,3
3601,21012,6,2
3602,-10648,6,3
3603,-64040,6,3
3604,103344,6,4
3605,-6352,5,4
3606,-16288,5,5
3607,648,6,3
3608,61296,5,4
3609,14144,6,6
3610,12648,6,3
3611,43496,5,3
3612,-11160,6,3
3613,13576,6,3
3614,-76720,5,4
3615,1232,5,4
3616,-13904,6,4
3617,12416,5,7
3618,-8448,5,8
3619,230560,5,5
3620,5712,5,4
3621,4256,5,5
3622,-1120,6,5
3623,-43376,5,4
3624,-5744,6,4
3625,200352,6,5
3626,-41616,6,4
3627,-8212,6,2
3628,10144,5,5
3629,-7200,5,5
3630,-95564,6,2
3631,19872,5,5
3632,-5680,6,4
3633,34188,6,2
3634,-65424,4,4
3635,-14776,6,3
3636,-15120,6,4
3637,8520,6,3
3638,-53184,5,6
3639,-74592,4,5
3640,-258816,5,8
3641,8824,6,3
3642,-34824,6,3
3643,15216,6,4
3644,13680,5,4
3645,-195912,6,3
3646,310672,5,4
3647,-41728,5,8
3648,-800,4,5
3649,-81464,6,3
3650,-96512,5,8
3651,18688,5,8
3652,4480,5,7
3653,-43472,6,4
3654,-47536,5,4
3655,-128696,5,3
3656,24168,6,3
3657,-135508,6,2
3658,-21888,5,7
3659,55152,6,4
3660,43632,5,4
3661,8588,6,2
3662,-21232,5,4
3663,-241628,6,2
3664,27120,5,4
3665,0,6,inf
3666,-30560,6,5
3667,-71680,4,11
3668,-130400,4,5
3669,119280,5,4
3670,18536,6,3
3671,-5424,5,4
3672,-85584,5,4
3673,15328,5,5
3674,27312,6,4
3675,13336,6,3
3676,102656,5,8
3677,-13888,5,6
3678,19648,4,6
3679,238344,6,3
3680,6192,6,4
3681,-46768,5,4
3682,37032,5,3
3683,-76032,5,8
3684,-9616,6,4
3685,-117072,5,4
3686,25536,5,6
3687,27168,4,5
3688,-101016,6,3
3689,41720,6,3
3690,-160600,6,3
3691,-12056,6,3
3692,72864,5,5
3693,37200,5,4
3694,-66216,6,3
3695,-52632,6,3
3696,-43008,4,11
3697,-92352,6,6
3698,-20108,6,2
3699,-118296,5,3
3700,25592,6,3
3701,43088,6,4
3702,-24768,4,6
3703,-74184,5,3
3704,-15708,6,2
3705,15432,6,3
3706,50592,6,5
3707,87056,5,4
3708,-63912,6,3
3709,26656,5,5
3710,-31680,5,6
3711,856,5,3
3712,-48976,6,4
3713,-2464,5,5
3714,-19952,4,4
3715,135168,5,12
3716,66744,6,3
3717,13144,6,3
3718,29440,5,8
3719,120720,6,4
3720,15708,6,2
3721,-14688,6,5
3722,35028,6,2
3723,124496,5,4
3724,-116792,5,3
3725,38320,6,4
3726,3240,6,3
3727,-16000,6,7
3728,-2192,6,4
3729,11984,6,4
3730,14268,6,2
3731,17392,6,4
3732,52224,5,10
3733,-280544,5,5
3734,-4640,6,5
3735,19776,6,6
3736,-14752,5,5
3737,11464,5,3
3738,38624,6,5
3739,-77644,6,2
3740,20752,5,4
3741,-1584,5,4
3742,12480,5,6
3743,15840,5,5
3744,-228372,6,2
3745,75600,5,4
3746,22784,3,8
3747,-51136,6,6
3748,66784,5,5
3749,19848,5,3
3750,-20352,5,7
3751,45072,6,4
3752,-141984,5,5
3753,-1536,5,9
3754,3456,4,7
3755,144272,4,4
3756,66652,6,2
3757,73740,6,2
3758,-41008,5,4
3759,126480,5,4
3760,12704,5,5
3761,-9152,4,6
3762,43008,4,11
3763,219912,6,3
3764,5376,5,8
3765,-60008,6,3
3766,4240,5,4
3767,36352,5,9
3768,6944,5,5
3769,-5988,6,2
3770,-15792,5,4
3771,109504,4,6
3772,-51484,6,2
3773,18040,6,3
3774,-41940,6,2
3775,13888,5,6
3776,-29824,6,7
3777,13056,6,8
3778,91968,5,6
3779,-72768,5,6
3780,-116,6,2
3781,15080,5,3
3782,-352,5,5
3783,-6360,5,3
3784,-25156,6,2
3785,-12312,6,3
3786,47904,6,5
3787,57856,4,9
3788,2944,5,7
3789,-105904,6,4
3790,-136376,6,3
3791,-52608,4,7
3792,-27576,6,3
3793,-214448,5,4
3794,449112,6,3
3795,11936,5,5
3796,-140192,5,5
3797,-230216,6,3
3798,6160,6,4
3799,17144,5,3
3800,1408,5,7
3801,-8880,5,4
3802,-4672,5,6
3803,21360,5,4
3804,-52024,5,3
3805,7088,5,4
3806,-4648,6,3
3807,72592,5,4
3808,-95968,5,5
3809,-152496,5,4
3810,15700,6,2
3811,80336,5,4
3812,16752,5,4
3813,49328,5,4
3814,79920,4,4
3815,-1040,6,4
3816,-6608,5,4
3817,73712,6,4
3818,-110592,4,12
3819,84400,5,4
3820,15208,6,3
3821,63928,6,3
3822,-5152,5,5
3823,-10224,5,4
3824,100256,6,5
3825,31416,5,3
3826,-18856,6,3
3827,9880,6,3
3828,-30832,5,4
3829,20044,6,2
3830,289888,4,5
3831,143928,6,3
3832,20400,6,4
3833,-6016,4,7
3834,-72096,5,5
3835,92256,5,5
3836,-229624,5,3
3837,129792,4,8
3838,-21696,4,6
3839,1728,5,6
3840,-188504,6,3
3841,3216,5,4
3842,39600,5,4
3843,-14560,6,5
3844,114624,6,6
3845,88368,5,4
3846,-25344,4,8
3847,-7704,6,3
3848,3348,6,2
3849,18296,6,3
3850,2880,5,6
3851,-135200,4,5
3852,-97816,6,3
3853,-107200,4,6
3854,-48768,4,7
3855,-165000,5,3
3856,-41032,6,3
3857,3808,5,5
3858,-17088,4,6
3859,46368,6,5
3860,496,5,4
3861,48648,6,3
3862,10048,6,6
3863,-41136,5,4
3864,87180,6,2
3865,45696,5,7
3866,99992,6,3
3867,30480,6,4
3868,-1680,5,4
3869,190640,5,4
3870,-158424,5,3
3871,-6480,5,4
3872,-22208,4,6
3873,-149872,5,4
3874,-22784,6,8
3875,-66576,5,4
3876,5016,6,3
3877,29600,5,5
3878,-6240,4,5
3879,64576,4,6
3880,-92652,6,2
3881,41960,6,3
3882,21224,6,3
3883,-16016,5,4
3884,-35488,5,5
3885,-2296,5,3
3886,17936,5,4
3887,-37536,5,5
3888,17160,6,3
3889,22896,4,4
3890,144784,6,4
3891,-160992,5,5
3892,-211968,4,10
3893,-183636,6,2
3894,-34728,6,3
3895,-27560,6,3
3896,119296,5,9
3897,-61024,5,5
3898,117264,5,4
3899,-31552,4,6
3900,-60320,5,5
3901,94968,5,3
3902,7104,5,6
3903,228920,5,3
3904,62280,5,3
3905,-72504,6,3
3906,-61312,5,7
3907,-55728,5,4
3908,-16744,6,3
3909,-11504,5,4
3910,33112,6,3
3911,-65808,6,4
3912,6800,5,4
3913,-368,5,4
3914,11624,5,3
3915,3000,5,3
3916,8496,5,4
3917,1760,4,5
3918,44576,5,5
3919,71760,6,4
3920,55152,6,4
3921,-144504,6,3
3922,34120,5,3
3923,62624,5,5
3924,54960,6,4
3925,18208,5,5
3926,59028,6,2
3927,35392,5,6
3928,1464,6,3
3929,22600,5,3
3930,124704,5,5
3931,28032,5,7
3932,76872,6,3
3933,13208,6,3
3934,-67920,5,4
3935,15392,5,5
3936,-42936,6,3
3937,-49296,5,4
3938,64320,5,6
3939,7568,6,4
3940,-100344,6,3
3941,-42048,5,6
3942,-14112,5,5
3943,91500,6,2
3944,35120,5,4
3945,5792,6,5
3946,35248,5,4
3947,-360,5,3
3948,51608,5,3
3949,-79512,6,3
3950,191232,5,8
3951,10536,6,3
3952,14432,5,5
3953,23124,6,2
3954,2640,6,4
3955,25664,5,6
3956,72928,6,5
3957,131732,6,2
3958,79772,6,2
3959,-45744,5,4
3960,-19024,5,4
3961,110656,4,6
3962,87184,5,4
3963,118000,5,4
3964,13204,6,2
3965,90720,4,5
3966,53920,5,5
3967,-52432,5,4
3968,-24880,5,4
3969,66416,5,4
3970,77688,6,3
3971,-88412,6,2
3972,57072,5,4
3973,18096,6,4
3974,76008,6,3
3975,-146592,5,5
3976,48828,6,2
3977,-49552,5,4
3978,209464,5,3
3979,-360352,6,5
3980,-2816,5,8
3981,-432,5,4
3982,-20384,5,5
3983,8904,5,3
3984,114016,5,5
3985,-132704,6,5
3986,-116304,5,4
3987,-64480,4,5
3988,-6856,6,3
3989,18392,6,3
3990,-23304,6,3
3991,350704,6,4
3992,-303648,6,5
3993,-4032,5,6
3994,128144,5,4
3995,10920,6,3
3996,-4952,6,3
3997,41672,6,3
3998,39832,6,3
3999,-65280,4,8
4000,80832,4,6
4001,14560,4,5
4002,-49632,5,5
4003,104536,6,3
4004,34464,5,5
4005,36392,6,3
4006,-121836,6,2
4007,64272,5,4
4008,50400,5,5
4009,-28168,5,3
4010,1920,5,7
4011,-3960,6,3
4012,6400,4,8
4013,16568,6,3
4014,25408,5,6
4015,32320,6,6
4016,31744,5,10
4017,134636,6,2
4018,30568,6,3
4019,9568,5,5
4020,2176,6,7
4021,17016,6,3
4022,47204,6,2
4023,44016,5,4
4024,-1120,5,5
4025,58752,5,7
4026,-23536,5,4
4027,38784,5,7
4028,-47432,6,3
4029,65416,6,3
4030,-16912,6,4
4031,-8416,6,5
4032,23672,5,3
4033,-67756,6,2
4034,-29600,5,5
4035,43824,5,4
4036,-19008,5,6
4037,75160,6,3
4038,20880,5,4
4039,11376,6,4
4040,8528,5,4
4041,-43256,6,3
4042,165816,5,3
4043,-26928,6,4
4044,-53168,6,4
4045,13152,5,5
4046,41440,5,5
4047,-74944,4,6
4048,-27552,5,5
4049,38024,5,3
4050,121728,5,7
4051,-20640,5,5
4052,-48528,5,4
4053,14224,5,4
4054,-34696,6,3
4055,42448,5,4
4056,63040,5,6
4057,-27488,4,5
4058,30208,5,9
4059,33920,6,7
4060,-69360,6,4
4061,3848,6,3
4062,-1688,6,3
4063,-148884,6,2
4064,-9200,6,4
4065,-47040,6,6
4066,-105808,6,4
4067,25416,6,3
4068,-81036,6,2
4069,102304,5,5
4070,29848,6,3
4071,118928,5,4
4072,-38452,6,2
4073,41792,6,6
4074,-20520,5,3
4075,61440,5,12
4076,-2736,5,4
4077,-76416,4,7
4078,-102064,6,4
4079,-9820,6,2
4080,-19392,5,6
4081,-84728,5,3
4082,135168,5,12
4083,-128860,6,2
4084,-2664,6,3
4085,21960,5,3
4086,-194368,5,6
4087,-14720,5,7
4088,-7072,6,5
4089,-50976,4,5
4090,27448,6,3
